Alpha,Accuracy,RMSE,MAE
40.3000000000003,73.32461486513782,4.017609313659541,3.127.100000000000115,72.17444116604015,4.127704508374297,3.140
26.1000000000001,75.7062935119787,3.9471059053109614,3.07
199.99999999999292,75.66440458346568,3.9486917585971995,3.05
20.40000000000002,77.18629819549368,3.8518630380874854,3.0
68.3000000000004,73.77902648455324,4.032469114586271,3.11
8.799999999999985,73.44529313955448,3.937305258326253,3.0120.000000000000014,74.38770773494625,3.8980217179462286,3.03037.40000000000026,76.5878488529323,3.8744877294197204,3.02
